X,Y,objectid,featuretype,descripton,class,facility_name,facility_operationalstatus,facility_address,abs_suburb,facility_state,abs_postcode,facility_attribute_source,facility_attribute_date,facility_source,facility_date,facility_spatial_confidence,facility_revised,comment_,facility_lat,facility_long,validated,gnaf_building_name,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_confidence,gnaf_postcode,gnaf_suburb,distance_to_gnaf,gnaf_lat,gnaf_long
144.312630137,-38.202546152,154,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WAURN PONDS POLICE STATION,OPERATIONAL,,GROVEDALE,VICTORIA,3216,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.20254615199997,144.31263013700004,,,GAVIC425687740,13-33 ROSSACK DRIVE,0,3216,GROVEDALE,3,-38.20252412999997,144.31262373000004
144.367114722,-35.955698769,155,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GUNBOWER POLICE STATION,OPERATIONAL,,GUNBOWER,VICTORIA,3566,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-35.95569876899998,144.3671147220001,,,GAVIC424281128,42  ,0,3566,GUNBOWER,14,-35.95570071999998,144.36727215000008
144.962330713,-37.7181740629999,156,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FAWKNER POLICE STATION,OPERATIONAL,,HADFIELD,VICTORIA,3046,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.718174062999935,144.96233071300003,,,GAVIC423992795,1151 SYDNEY ROAD,1,3046,HADFIELD,0,-37.71817405999997,144.96233071000006
142.51929564,-37.136523868,157,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HALLS GAP POLICE STATION,OPERATIONAL,,HALLS GAP,VICTORIA,3381,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.13652386799998,142.5192956400001,,,GAVIC411495024,74 GRAMPIANS ROAD,2,3381,HALLS GAP,0,-37.136523859999954,142.5192956400001
142.026046678,-37.747670104,158,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HAMILTON POLICE STATION,OPERATIONAL,,HAMILTON,VICTORIA,3300,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.74767010399995,142.02604667800006,,,GAVIC419958289,17 THOMPSON STREET,1,3300,HAMILTON,0,-37.74767009999994,142.02604668000004
141.593931808,-37.164197106,159,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HARROW POLICE STATION,OPERATIONAL,,HARROW,VICTORIA,3317,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.16419710599996,141.5939318080001,,,GAVIC424442730,7 BLAIR STREET,2,3317,HARROW,0,-37.16419709999997,141.59393180000006
145.184676109,-38.3078631989999,160,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HASTINGS POLICE STATION,OPERATIONAL,,HASTINGS,VICTORIA,3915,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.30786319899994,145.18467610900007,,,GAVIC421357888,137 HIGH STREET,2,3915,HASTINGS,0,-38.30786299999994,145.18467600000008
144.063807356,-37.10553993,161,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NEWSTEAD POLICE STATION,OPERATIONAL,,NEWSTEAD,VICTORIA,3462,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.10553992999996,144.0638073560001,,,GAVIC420642824,35-37 PYRENEES HIGHWAY,0,3462,NEWSTEAD,29,-37.10561256999995,144.06411545000003
141.655945467,-36.333194937,162,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NHILL POLICE STATION,OPERATIONAL,,NHILL,VICTORIA,3418,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.33319493699997,141.65594546700004,,,GAVIC424555232,50 NELSON STREET,1,3418,NHILL,0,-36.33319493999994,141.6559454600001
144.954565633,-37.8003079659999,163,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MELBOURNE NORTH POLICE STATION,OPERATIONAL,,NORTH MELBOURNE,VICTORIA,3051,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.800307965999934,144.95456563300002,,MELBOURNE NORTH POLICE STATION,GAVIC422205224,36-48 WRECKYN STREET,0,3051,NORTH MELBOURNE,0,-37.80030795999994,144.95456563000005
145.002146742,-37.7661234519999,164,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NORTHCOTE POLICE STATION,OPERATIONAL,,NORTHCOTE,VICTORIA,3070,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.76612345199993,145.00214674200004,,,GAVIC420616425,48 DENNIS STREET,2,3070,NORTHCOTE,0,-37.76612344999995,145.00214674000006
145.444359195,-36.0885348699999,165,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NUMURKAH POLICE STATION,OPERATIONAL,,NUMURKAH,VICTORIA,3636,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.08853486999993,145.44435919500006,,NUMURKAH POLICE STATION,GAVIC423894974,19-21 SAXTON STREET,1,3636,NUMURKAH,0,-36.08853485999998,145.4443591900001
143.378108858,-35.1718653189999,166,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NYAH POLICE STATION,OPERATIONAL,,NYAH,VICTORIA,3594,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-35.17186531899995,143.37810885800002,,,GAVIC423828492,2 HAYES HILL ROAD,0,3594,NYAH,20,-35.17168319999996,143.37811225000007
145.087747223,-37.898288207,167,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,OAKLEIGH POLICE STATION,OPERATIONAL,,OAKLEIGH,VICTORIA,3166,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.89828820699995,145.08774722300006,,,GAVIC420013680,1 ATHERTON ROAD,2,3166,OAKLEIGH,23,-37.89832299999995,145.08800300000007
144.521939208,-38.266797819,168,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BELLARINE POLICE STATION,OPERATIONAL,,OCEAN GROVE,VICTORIA,3226,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.266797818999976,144.52193920800005,,,GAVIC414154870,67 THE PARADE ,-1,3226,OCEAN GROVE,0,-38.26679780999996,144.52193920000002
146.973352625,-37.9649417329999,169,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MAFFRA POLICE STATION,OPERATIONAL,,MAFFRA,VICTORIA,3860,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.96494173299993,146.97335262500008,,,GAVIC423220985,38 JOHNSON STREET,1,3860,MAFFRA,0,-37.964941729999964,146.97335261000012
144.064873799,-36.995484776,170,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MALDON POLICE STATION,OPERATIONAL,,MALDON,VICTORIA,3463,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.995484775999955,144.0648737990001,,POLICE STATION,GAVIC720834576,18 FRANCIS STREET,0,3463,MALDON,65,-36.99489890999996,144.06486487000006
149.750943755,-37.560452965,171,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MALLACOOTA POLICE STATION,OPERATIONAL,,MALLACOOTA,VICTORIA,3892,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.56045296499997,149.7509437550001,,MALLACOOTA POLICE STATION,GAVIC420567727,33 LEES ROAD,2,3892,MALLACOOTA,25,-37.56026336999997,149.75109353000005
144.385010956,-37.1883711209999,172,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MALMSBURY POLICE STATION,OPERATIONAL,,MALMSBURY,VICTORIA,3446,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.18837112099993,144.3850109560001,,MALMSBURY POLICE STATION,GAVIC411805779,74 MOLLISON STREET,2,3446,MALMSBURY,17,-37.188320629999964,144.3848360300001
145.029611405,-37.855883208,173,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MALVERN POLICE STATION,OPERATIONAL,,MALVERN,VICTORIA,3144,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.855883207999966,145.02961140500008,,,GAVIC421226093,288 GLENFERRIE ROAD,2,3144,MALVERN,0,-37.85588299999995,145.02961100000005
142.88271742,-35.050365869,174,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MANANGATANG POLICE STATION,OPERATIONAL,,MANANGATANG,VICTORIA,3546,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-35.05036586899996,142.88271742000006,,,GAVIC411807195,91 WATTLE STREET,2,3546,MANANGATANG,0,-35.05036585999994,142.88271741000005
146.086973522,-37.052307237,175,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MANSFIELD POLICE STATION,OPERATIONAL,,MANSFIELD,VICTORIA,3722,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.05230723699998,146.0869735220001,,,GAVIC421162464,92 HIGH STREET,0,3722,MANSFIELD,0,-37.052307249999956,146.08697351000012
143.735468299,-37.0473098529999,176,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MARYBOROUGH POLICE STATION,OPERATIONAL,,MARYBOROUGH,VICTORIA,3465,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.047309852999945,143.7354682990001,,,GAVIC420882399,55-61 CLARENDON STREET,-1,3465,MARYBOROUGH,0,-37.04730984999998,143.7354683000001
145.747808447,-37.510510204,177,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MARYSVILLE POLICE STATION,OPERATIONAL,,MARYSVILLE,VICTORIA,3779,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.51051020399996,145.747808447,,,GAVIC423227429,13 MURCHISON STREET,1,3779,MARYSVILLE,27,-37.51065975999995,145.74757476000002
146.010652263,-38.580059207,178,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MEENIYAN POLICE STATION,OPERATIONAL,,MEENIYAN,VICTORIA,3956,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.58005920699998,146.0106522630001,,,GAVIC424253343,139-141 WHITELAW STREET,1,3956,MEENIYAN,0,-38.58005919999994,146.01065225000002
144.966374603,-37.8165535709999,179,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MELBOURNE EAST POLICE STATION,OPERATIONAL,,MELBOURNE,VICTORIA,3000,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.81655357099993,144.96637460300008,,,GAVIC423455908,228-232 FLINDERS LANE,2,3000,MELBOURNE,8,-37.81651076999998,144.96644290000006
144.958143,-37.8116229999999,180,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - VIC - MELBOURNE OFFICE,OPERATIONAL,383 LA TROBE STREET,MELBOURNE,VICTORIA,3000,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-37.81162299999994,144.95814300000006,,,GAVIC424470377,383 LA TROBE STREET,0,3000,MELBOURNE,14,-37.811513839999975,144.95806485000003
144.849117902,-37.6700854439999,181,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MELBOURNE AIRPORT POLICE STATION,OPERATIONAL,,MELBOURNE AIRPORT,VICTORIA,3045,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.67008544399994,144.8491179020001,,T2 TERMINAL,GAVIC719108123,20 ARRIVAL DRIVE,0,3045,MELBOURNE AIRPORT,6,-37.67013690999994,144.84912596000004
144.850586,-37.676543,182,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - VIC AVIATION - MELBOURNE AIRPORT,OPERATIONAL,2 FRANCIS BRIGGS ROAD,MELBOURNE AIRPORT,VICTORIA,3045,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-37.67654299999998,144.85058600000002,,AUSTRALIAN FEDERAL POLICE,GAVIC719107135,2 FRANCIS BRIGGS DRIVE,0,3045,MELBOURNE AIRPORT,32,-37.676736449999964,144.85086115000001
144.577941084,-37.6858334739999,183,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MELTON POLICE STATION,OPERATIONAL,,MELTON,VICTORIA,3337,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.685833473999935,144.57794108400003,,,GAVIC420169068,243-245 STATION ROAD,2,3337,MELTON,0,-37.68583345999997,144.57794108000007
142.062658267,-34.1677209219999,184,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MERBEIN POLICE STATION,OPERATIONAL,,MERBEIN,VICTORIA,3505,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-34.167720921999944,142.06265826700007,,,GAVIC420866052,119 COMMERCIAL STREET,2,3505,MERBEIN,0,-34.16772090999996,142.06265827000004
144.075734764,-37.846513338,185,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MEREDITH POLICE STATION,OPERATIONAL,,MEREDITH,VICTORIA,3333,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.846513337999966,144.07573476400012,,,GAVIC420859306,14 WILSON STREET,1,3333,MEREDITH,0,-37.846513339999944,144.07573475000004
141.549947787,-37.7202710249999,186,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MERINO POLICE STATION,OPERATIONAL,,MERINO,VICTORIA,3310,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.72027102499993,141.54994778700006,,POLICE STATION,GAVIC422123589,22 ANNESLEY STREET,0,3310,MERINO,0,-37.720271009999976,141.54994778000002
145.092544894,-37.6005385619999,187,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MERNDA POLICE STATION,OPERATIONAL,,MERNDA,VICTORIA,3754,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.60053856199994,145.09254489400007,,,GAVIC425774357,542 BRIDGE INN ROAD,0,3754,MERNDA,0,-37.60053855999996,145.0925448900001
142.162067675,-34.186062878,188,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MILDURA POLICE STATION,OPERATIONAL,,MILDURA,VICTORIA,3500,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-34.18606287799997,142.16206767500012,,,GAVIC423628710,62-68 DEAKIN AVENUE,1,3500,MILDURA,0,-34.18606287999995,142.16206766000005
145.075423185,-37.657349854,189,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MILL PARK POLICE STATION,OPERATIONAL,,MILL PARK,VICTORIA,3082,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.65734985399996,145.0754231850001,,,GAVIC420847086,151 CENTENARY DRIVE,2,3082,MILL PARK,0,-37.657348999999954,145.07542300000011
142.589179167,-36.4580794359999,190,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MINYIP POLICE STATION,OPERATIONAL,,MINYIP,VICTORIA,3392,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.458079435999935,142.5891791670001,,,GAVIC424584746,106 MAIN STREET,1,3392,MINYIP,0,-36.45807943999995,142.58917916000007
146.158887645,-38.400883044,191,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MIRBOO NORTH POLICE STATION,OPERATIONAL,,MIRBOO NORTH,VICTORIA,3871,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.400883043999954,146.15888764500005,,,GAVIC414746949,77 RIDGWAY ,1,3871,MIRBOO NORTH,0,-38.40088304999995,146.1588876500001
147.377789646,-36.537172454,192,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MITTA MITTA POLICE STATION,OPERATIONAL,,MITTA MITTA,VICTORIA,3701,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.53717245399997,147.3777896460001,,,GAVIC422179225,5554 OMEO HIGHWAY,2,3701,MITTA MITTA,0,-36.53717244999996,147.37778964000006
146.265216246,-38.1760955629999,193,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MOE POLICE STATION,OPERATIONAL,,MOE,VICTORIA,3825,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.17609556299993,146.26521624600002,,,GAVIC419538036,3 ANZAC STREET,2,3825,MOE,0,-38.176095559999965,146.2652162500001
145.407696282,-37.87524106,194,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MONBULK POLICE STATION,OPERATIONAL,,MONBULK,VICTORIA,3793,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.87524105999995,145.40769628200007,,,GAVIC420493853,58 MAIN ROAD,2,3793,MONBULK,0,-37.87524099999996,145.4076960000001
144.924078464,-37.764712306,195,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MOONEE PONDS POLICE STATION,OPERATIONAL,,MOONEE PONDS,VICTORIA,3039,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.76471230599998,144.9240784640001,,,GAVIC420925040,766 MT ALEXANDER ROAD,2,3039,MOONEE PONDS,0,-37.764712299999985,144.92407845000002
145.038222374,-37.9373947359999,196,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MOORABBIN POLICE STATION,OPERATIONAL,,MOORABBIN,VICTORIA,3189,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.93739473599993,145.03822237400004,,,GAVIC421636882,1013 NEPEAN HIGHWAY,0,3189,MOORABBIN,0,-37.93739471999993,145.03822241000012
145.310534961,-37.7895377259999,197,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MOOROOLBARK POLICE STATION,OPERATIONAL,,MOOROOLBARK,VICTORIA,3138,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.789537725999935,145.31053496100003,,,GAVIC421698768,188-190 HULL ROAD,2,3138,MOOROOLBARK,0,-37.78953779999995,145.31053498000006
145.356120552,-36.395426017,198,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MOOROOPNA POLICE STATION,OPERATIONAL,,MOOROOPNA,VICTORIA,3629,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.39542601699998,145.3561205520001,,,GAVIC421153388,119 MCLENNAN STREET,2,3629,MOOROOPNA,0,-36.395426019999945,145.35612055
145.08624021,-38.0037778829999,199,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MORDIALLOC POLICE STATION,OPERATIONAL,,MORDIALLOC,VICTORIA,3195,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.00377788299994,145.08624021000003,,,GAVIC413961522,31 ALBERT STREET,0,3195,MORDIALLOC,0,-38.003777869999965,145.08624013000008
145.036836476,-38.2165075689999,200,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MORNINGTON POLICE STATION,OPERATIONAL,,MORNINGTON,VICTORIA,3931,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.21650756899993,145.03683647600008,,,GAVIC414768343,UNIT 1 10 MAIN STREET,0,3931,MORNINGTON,0,-38.21650699999998,145.0368360000001
145.342395803,-37.755603392,201,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LILYDALE POLICE STATION,OPERATIONAL,,LILYDALE,VICTORIA,3140,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.755603391999955,145.34239580300004,,,GAVIC421413289,6 ALBERT HILL ROAD,0,3140,LILYDALE,0,-37.755603389999976,145.34239580000008
143.561872565,-37.687444671,202,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LINTON POLICE STATION,OPERATIONAL,,LINTON,VICTORIA,3360,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.68744467099998,143.56187256500004,,,GAVIC425788971,UNIT 3 82 SUSSEX STREET,-1,3360,LINTON,4,-37.687474909999935,143.5619002200001
143.339766051,-37.95328631,203,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LISMORE POLICE STATION,OPERATIONAL,,LISMORE,VICTORIA,3324,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.95328630999995,143.33976605100008,,,GAVIC421330440,69 HIGH STREET,2,3324,LISMORE,0,-37.953286299999945,143.3397660500001
145.703716151,-38.368672681,204,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LOCH POLICE STATION,OPERATIONAL,,LOCH,VICTORIA,3945,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.368672680999964,145.7037161510001,,,GAVIC424253169,10 VICTORIA ROAD,2,3945,LOCH,1,-38.368668009999965,145.70372051000004
147.567347781,-38.0579999239999,205,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LOCH SPORT POLICE STATION,OPERATIONAL,,LOCH SPORT,VICTORIA,3851,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.057999923999944,147.56734778100008,,,GAVIC425315463,5079 LONGFORD-LOCH SPORT ROAD,0,3851,LOCH SPORT,0,-38.057999939999945,147.56734744000005
143.973749764,-38.5408507729999,206,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LORNE POLICE STATION,OPERATIONAL,,LORNE,VICTORIA,3232,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.54085077299993,143.9737497640001,,,GAVIC421544417,44 SMITH STREET,1,3232,LORNE,0,-38.540850759999955,143.97374975000002
